,carat,cut,color,clarity,depth,table,price,x,y,z,CutBin
34664,0.31,Premium,E,VS2,61.6,59,872,4.35,4.32,2.67,B
34665,0.31,Ideal,E,VS2,62.4,54,872,4.35,4.31,2.7,A
34666,0.31,Ideal,E,VS2,61.7,56,872,4.35,4.31,2.67,A
34667,0.31,Premium,E,VS2,61.7,58,872,4.34,4.31,2.67,B
34668,0.31,Premium,E,VS2,62.7,58,872,4.33,4.31,2.71,B
34669,0.31,Premium,E,VS2,61.8,59,872,4.37,4.3,2.68,B
34670,0.31,Ideal,E,VS2,62.6,56,872,4.33,4.3,2.7,A
34671,0.31,Ideal,E,VS2,62.9,56,872,4.33,4.29,2.71,A
34672,0.31,Premium,E,VS2,62.6,58,872,4.33,4.29,2.7,B
34673,0.41,Very Good,H,VVS2,62.4,54,873,4.75,4.77,2.97,B
34674,0.41,Very Good,H,VVS2,62,56,873,4.77,4.81,2.97,B
34675,0.39,Very Good,G,VVS1,60.3,57,873,4.74,4.78,2.87,B
34676,0.41,Good,D,VS2,63.4,54,873,4.74,4.79,3.02,A
34677,0.41,Good,D,VS2,63.8,55,873,4.7,4.73,3.01,A
34678,0.3,Ideal,G,VVS1,62.1,56,873,4.35,4.28,2.68,A
34679,0.42,Premium,E,SI1,61.2,60,873,4.86,4.81,2.96,B
34680,0.38,Ideal,G,VVS2,60.7,57,873,4.7,4.73,2.86,A
34681,0.36,Ideal,E,VVS2,62.1,56,873,4.53,4.58,2.83,A
34682,0.33,Ideal,E,VS2,61.6,55,873,4.46,4.5,2.76,A
34683,0.33,Ideal,E,VS2,61.9,55,873,4.46,4.49,2.77,A
34684,0.4,Ideal,G,SI1,60.9,55,873,4.8,4.78,2.92,A
34685,0.4,Ideal,G,SI1,61.8,57,873,4.74,4.78,2.94,A
34686,0.4,Ideal,G,SI1,60.9,55,873,4.82,4.79,2.93,A
34687,0.3,Ideal,F,IF,59.4,60,873,4.37,4.39,2.6,A
34688,0.3,Ideal,F,IF,61.8,55,873,4.31,4.33,2.67,A
34689,0.3,Ideal,F,IF,61.3,55,873,4.32,4.36,2.66,A
34690,0.3,Ideal,F,IF,60.5,60,873,4.34,4.36,2.63,A
34691,0.3,Ideal,F,IF,60.4,60,873,4.32,4.35,2.62,A
34692,0.3,Ideal,F,IF,61.3,56,873,4.3,4.34,2.65,A
34693,0.3,Ideal,F,IF,59.8,58,873,4.37,4.46,2.64,A
34694,0.3,Ideal,F,IF,60,59,873,4.37,4.39,2.63,A
34695,0.3,Ideal,F,IF,61.7,56,873,4.31,4.35,2.67,A
34696,0.3,Ideal,F,IF,60.8,57,873,4.34,4.38,2.65,A
34697,0.3,Ideal,F,IF,60.9,57,873,4.35,4.38,2.66,A
34698,0.3,Ideal,F,IF,61.3,58,873,4.29,4.33,2.64,A
34699,0.38,Good,F,VS2,56.2,61,873,4.84,4.87,2.73,A
34700,0.32,Premium,F,VS1,62.1,60,874,4.37,4.33,2.7,B
34701,0.46,Very Good,J,VS1,62.5,58,874,4.87,4.92,3.06,B
34702,0.43,Ideal,I,VVS2,62.6,57,874,4.79,4.82,3.01,A
34703,0.31,Ideal,F,IF,62.2,56,874,4.31,4.34,2.69,A
34704,0.31,Ideal,F,IF,62.3,57,874,4.3,4.34,2.69,A
34705,0.31,Premium,F,IF,60.8,59,874,4.36,4.39,2.66,B
34706,0.31,Premium,F,IF,61.6,58,874,4.33,4.37,2.68,B
34707,0.38,Ideal,I,VS1,61.5,56,874,4.67,4.71,2.88,A
34708,0.37,Ideal,E,VS1,61.4,56,874,4.65,4.66,2.86,A
34709,0.39,Ideal,H,SI1,61.8,55,874,4.68,4.71,2.9,A
34710,0.38,Ideal,F,SI1,61,56,874,4.7,4.73,2.87,A
34711,0.37,Ideal,D,SI1,61.5,57,874,4.63,4.6,2.84,A
34712,0.37,Premium,I,VVS1,62.4,58,874,4.58,4.55,2.85,B
34713,0.37,Premium,I,VVS1,61.6,59,874,4.66,4.62,2.86,B
34714,0.37,Premium,D,SI1,61,62,874,4.64,4.61,2.82,B
34715,0.37,Premium,D,SI1,62.3,56,874,4.64,4.61,2.88,B
34716,0.37,Premium,D,SI1,61.9,59,874,4.65,4.62,2.87,B
34717,0.37,Premium,D,SI1,60.4,59,874,4.68,4.62,2.81,B
34718,0.37,Premium,D,SI1,62.2,58,874,4.62,4.58,2.86,B
34719,0.37,Good,D,SI1,63.7,55,874,4.59,4.55,2.91,A
34720,0.37,Premium,D,SI1,62.7,58,874,4.58,4.55,2.86,B
34721,0.39,Very Good,G,VVS2,62.1,55,875,4.67,4.7,2.91,B
34722,0.41,Ideal,I,VVS1,61,56,875,4.79,4.82,2.93,A
34723,0.41,Ideal,I,VVS1,61.7,57,875,4.73,4.76,2.93,A
34724,0.5,Ideal,J,VS2,61.7,57,875,5.09,5.12,3.15,A
34725,0.36,Ideal,F,VS2,61,57,875,4.6,4.62,2.81,A
34726,0.39,Ideal,E,VS2,60.8,57,875,4.73,4.75,2.88,A
34727,0.41,Ideal,E,VS2,62.3,54,875,4.74,4.8,2.97,A
34728,0.34,Ideal,E,VS1,61.2,55,875,4.52,4.56,2.77,A
34729,0.34,Ideal,E,VS1,60.3,57,875,4.52,4.54,2.73,A
34730,0.32,Fair,D,VVS1,62.4,61,875,4.38,4.44,2.75,A
34731,0.32,Very Good,G,VVS1,61.2,59,876,4.41,4.45,2.71,B
34732,0.37,Ideal,D,VS2,61.6,56,876,4.59,4.63,2.84,A
34733,0.37,Premium,E,VS1,60.4,58,876,4.61,4.66,2.8,B
34734,0.37,Ideal,D,VS2,61,56,876,4.65,4.7,2.85,A
34735,0.37,Ideal,E,VS1,61.2,56,876,4.64,4.67,2.85,A
34736,0.39,Ideal,E,VS1,60.2,56,876,4.78,4.79,2.88,A
34737,0.39,Very Good,D,VS1,61.7,59,876,4.64,4.69,2.88,B
34738,0.37,Ideal,D,VS2,61.3,56,876,4.6,4.64,2.83,A
34739,0.37,Premium,D,VS2,61,59,876,4.59,4.63,2.81,B
34740,0.32,Ideal,F,VS1,62,54,876,4.44,4.43,2.75,A
34741,0.32,Ideal,F,VS1,61.9,55,876,4.41,4.4,2.73,A
34742,0.37,Ideal,F,VVS2,60.5,60,876,4.65,4.67,2.82,A
34743,0.37,Ideal,E,VVS2,61.4,56,876,4.64,4.67,2.86,A
34744,0.41,Ideal,G,SI1,61.8,55,876,4.8,4.81,2.97,A
34745,0.41,Good,H,SI1,63.8,56,876,4.74,4.69,3.01,A
34746,0.41,Very Good,H,SI1,63.3,56,876,4.74,4.71,2.99,B
34747,0.41,Premium,H,SI1,62.6,59,876,4.77,4.72,2.97,B
34748,0.41,Ideal,H,SI1,62.8,56,876,4.77,4.72,2.98,A
34749,0.41,Ideal,H,SI1,62.4,56,876,4.78,4.74,2.97,A
34750,0.41,Ideal,H,SI1,61.2,57,876,4.78,4.76,2.92,A
34751,0.41,Premium,H,SI1,62,59,876,4.8,4.78,2.97,B
34752,0.41,Ideal,H,SI1,62.9,55,876,4.82,4.75,3.01,A
34753,0.41,Ideal,H,SI1,62.6,55,876,4.79,4.77,2.99,A
34754,0.41,Premium,H,SI1,60,61,876,4.83,4.77,2.88,B
34755,0.41,Premium,H,SI1,60.9,60,876,4.83,4.79,2.93,B
34756,0.41,Premium,H,SI1,60.5,58,876,4.85,4.81,2.92,B
34757,0.41,Premium,H,SI1,61.7,60,876,4.75,4.71,2.92,B
34758,0.41,Premium,H,SI1,62.9,58,876,4.73,4.72,2.97,B
34759,0.41,Premium,H,SI1,61.4,60,876,4.78,4.73,2.92,B
34760,0.41,Ideal,E,SI2,59.8,55,876,4.93,4.81,2.91,A
34761,0.41,Premium,E,SI2,61.3,59,876,4.85,4.8,2.96,B
34762,0.41,Ideal,E,SI2,60.7,57,876,4.85,4.81,2.93,A
34763,0.41,Premium,E,SI2,60,59,876,4.82,4.78,2.88,B
34764,0.41,Premium,E,SI2,61.3,57,876,4.83,4.79,2.95,B
34765,0.41,Premium,E,SI2,62.9,58,876,4.77,4.74,2.99,B
34766,0.41,Ideal,E,SI2,61.9,57,876,4.8,4.76,2.96,A
34767,0.41,Premium,E,SI2,61.9,55,876,4.8,4.77,2.96,B
34768,0.41,Ideal,E,SI2,62.8,57,876,4.73,4.7,2.96,A
34769,0.41,Premium,E,SI2,62.9,58,876,4.75,4.72,2.98,B
34770,0.41,Premium,E,SI2,62.1,58,876,4.77,4.73,2.95,B
34771,0.41,Ideal,D,SI2,61,56,876,4.83,4.78,2.93,A
34772,0.41,Ideal,D,SI2,62.6,55,876,4.8,4.76,2.99,A
34773,0.41,Premium,D,SI2,61.2,59,876,4.8,4.77,2.93,B
34774,0.41,Premium,D,SI2,62.3,58,876,4.77,4.74,2.96,B
34775,0.41,Premium,D,SI2,62,58,876,4.78,4.74,2.95,B
34776,0.41,Ideal,D,SI2,62.3,57,876,4.78,4.75,2.97,A
34777,0.41,Premium,D,SI2,62.7,58,876,4.78,4.75,2.99,B
34778,0.41,Premium,D,SI2,62.3,58,876,4.77,4.73,2.96,B
34779,0.41,Ideal,D,SI2,62.7,55,876,4.75,4.72,2.97,A
34780,0.41,Premium,D,SI2,61.9,58,876,4.73,4.71,2.92,B
34781,0.41,Premium,D,SI2,62.4,60,876,4.77,4.71,2.96,B
34782,0.4,Premium,H,VVS2,60.9,58,877,4.74,4.79,2.9,B
34783,0.4,Ideal,H,VVS2,62.3,57,877,4.71,4.73,2.94,A
34784,0.4,Ideal,G,VS1,62.4,57,877,4.72,4.74,2.95,A
34785,0.4,Very Good,G,VS1,62.8,56,877,4.67,4.7,2.94,B
34786,0.4,Premium,G,VS1,61.3,60,877,4.66,4.71,2.87,B
34787,0.4,Ideal,H,VVS2,62.4,57,877,4.69,4.73,2.94,A
34788,0.4,Ideal,H,VVS2,62.1,57,877,4.69,4.74,2.93,A
34789,0.4,Ideal,G,VS1,61.3,55,877,4.75,4.78,2.92,A
34790,0.4,Ideal,H,VVS2,60.8,55,877,4.79,4.82,2.92,A
34791,0.4,Premium,G,VS1,60.3,59,877,4.76,4.8,2.88,B
34792,0.4,Premium,G,VS1,60.7,58,877,4.78,4.81,2.91,B
34793,0.4,Good,H,VVS2,63.2,55,877,4.7,4.73,2.98,A
34794,0.4,Ideal,H,VVS2,62.2,56,877,4.7,4.75,2.94,A
34795,0.4,Premium,H,VVS2,60.6,60,877,4.75,4.79,2.89,B
34796,0.4,Ideal,G,VS1,62.2,56,877,4.72,4.74,2.94,A
34797,0.5,Good,J,SI1,63.3,60,877,4.97,4.99,3.15,A
34798,0.4,Good,F,VS1,63.1,59,877,4.64,4.68,2.94,A
34799,0.42,Ideal,D,VS2,62.4,55,877,4.79,4.83,3,A
34800,0.4,Ideal,G,VS1,60.7,57,877,4.77,4.78,2.9,A
34801,0.36,Ideal,H,IF,62.2,54.1,877,4.57,4.6,2.86,A
34802,0.31,Ideal,D,VS1,60.5,55,877,4.43,4.39,2.67,A
34803,0.31,Ideal,D,VS1,62.1,57,877,4.35,4.32,2.69,A
34804,0.31,Ideal,D,VS1,61.8,55,877,4.36,4.34,2.69,A
34805,0.31,Ideal,D,VS1,62,54,877,4.36,4.35,2.7,A
34806,0.31,Premium,D,VS1,59.6,58,877,4.41,4.38,2.62,B
34807,0.31,Very Good,E,VVS1,62.3,59,878,4.32,4.38,2.71,B
34808,0.31,Very Good,G,IF,60.8,56,878,4.41,4.44,2.69,B
34809,0.31,Ideal,F,VVS1,61.2,57,878,4.42,4.4,2.7,A
34810,0.31,Ideal,F,VVS1,60.7,56,878,4.4,4.37,2.66,A
34811,0.3,Very Good,E,VVS2,63.2,59,878,4.28,4.27,2.7,B
34812,0.39,Premium,G,SI1,62.4,58,878,4.72,4.67,2.93,B
34813,0.44,Very Good,E,SI2,63.2,59,878,4.85,4.8,3.05,B
34814,0.41,Ideal,I,VS1,61.9,55,878,4.82,4.78,2.97,A
34815,0.41,Very Good,F,SI1,63.1,56,878,4.73,4.69,2.97,B
34816,0.41,Very Good,E,SI1,63.1,57,878,4.73,4.71,2.98,B
34817,0.36,Ideal,E,VS2,61.7,57,878,4.59,4.55,2.82,A
34818,0.36,Premium,E,VS2,62.5,58,878,4.57,4.52,2.84,B
34819,0.3,Premium,H,VVS1,61.8,58,878,4.36,4.32,2.68,B
34820,0.3,Premium,H,VVS1,62.3,58,878,4.32,4.29,2.68,B
34821,0.3,Premium,H,VVS1,62.7,59,878,4.32,4.29,2.7,B
34822,0.3,Very Good,H,VVS1,63.3,55,878,4.34,4.29,2.73,B
34823,0.3,Ideal,H,VVS1,62,55,878,4.34,4.3,2.68,A
34824,0.3,Ideal,H,VVS1,61.9,55,878,4.34,4.32,2.68,A
34825,0.3,Very Good,H,VVS1,63.4,57,878,4.31,4.27,2.72,B
34826,0.3,Very Good,H,VVS1,63.4,55,878,4.3,4.28,2.72,B
34827,0.3,Ideal,H,VVS1,62.4,53,878,4.31,4.28,2.68,A
34828,0.3,Ideal,H,VVS1,63,54,878,4.3,4.27,2.7,A
34829,0.3,Premium,H,VVS1,62.5,59,878,4.29,4.26,2.67,B
34830,0.3,Premium,H,VVS1,62.2,58,878,4.29,4.26,2.66,B
34831,0.3,Premium,H,VVS1,63,58,878,4.25,4.22,2.67,B
34832,0.3,Very Good,H,VVS1,63.3,60,878,4.25,4.22,2.68,B
34833,0.3,Very Good,H,VVS1,63.3,59,878,4.28,4.22,2.69,B
34834,0.3,Ideal,H,VVS1,63,56,878,4.27,4.24,2.68,A
34835,0.3,Premium,H,VVS1,61.3,61,878,4.29,4.26,2.62,B
34836,0.3,Premium,H,VVS1,62,59,878,4.29,4.26,2.65,B
34837,0.3,Premium,H,VVS1,62.6,60,878,4.26,4.21,2.65,B
34838,0.3,Premium,G,VVS2,60.8,58,878,4.38,4.34,2.65,B
34839,0.3,Premium,G,VVS2,60.6,58,878,4.36,4.35,2.64,B
34840,0.3,Premium,G,VVS2,61.2,58,878,4.34,4.32,2.65,B
34841,0.3,Ideal,G,VVS2,60.9,57,878,4.35,4.32,2.64,A
34842,0.3,Ideal,G,VVS2,61.1,57,878,4.35,4.32,2.65,A
34843,0.3,Ideal,G,VVS2,60.6,57,878,4.35,4.33,2.63,A
34844,0.3,Premium,G,VVS2,61.2,59,878,4.35,4.31,2.65,B
34845,0.3,Premium,G,VVS2,61,60,878,4.32,4.3,2.63,B
34846,0.3,Ideal,G,VVS2,61.5,55,878,4.32,4.3,2.65,A
34847,0.3,Ideal,G,VVS2,62.9,55,878,4.32,4.3,2.71,A
34848,0.3,Ideal,G,VVS2,61.5,56,878,4.34,4.31,2.66,A
34849,0.3,Very Good,G,VVS2,63.5,56,878,4.34,4.29,2.74,B
34850,0.3,Ideal,G,VVS2,63,57,878,4.32,4.28,2.71,A
34851,0.3,Premium,G,VVS2,61.3,58,878,4.34,4.28,2.64,B
34852,0.3,Ideal,G,VVS2,62,57,878,4.32,4.29,2.67,A
34853,0.3,Premium,G,VVS2,61.3,57,878,4.33,4.29,2.64,B
34854,0.3,Ideal,G,VVS2,61.5,57,878,4.33,4.29,2.65,A
34855,0.3,Premium,G,VVS2,62.2,59,878,4.31,4.28,2.67,B
34856,0.3,Good,G,VVS2,63.8,56,878,4.29,4.27,2.73,A
34857,0.3,Ideal,G,VVS2,62.7,57,878,4.32,4.26,2.69,A
34858,0.3,Premium,G,VVS2,62.6,58,878,4.29,4.27,2.68,B
34859,0.3,Good,G,VVS2,63.6,57,878,4.3,4.26,2.72,A
34860,0.3,Ideal,G,VVS2,62.7,57,878,4.29,4.26,2.68,A
34861,0.3,Premium,G,VVS2,62,58,878,4.29,4.26,2.65,B
34862,0.3,Premium,G,VVS2,62.3,59,878,4.29,4.25,2.66,B
34863,0.3,Premium,G,VVS2,62,60,878,4.33,4.25,2.66,B
34864,0.3,Premium,G,VVS2,61.9,59,878,4.28,4.25,2.64,B
34865,0.3,Premium,G,VVS2,62.6,58,878,4.28,4.25,2.67,B
34866,0.3,Premium,G,VVS2,62.8,60,878,4.28,4.25,2.68,B
34867,0.3,Premium,G,VVS2,62.7,56,878,4.31,4.24,2.68,B
34868,0.3,Very Good,G,VVS2,63.5,54,878,4.26,4.25,2.7,B
34869,0.3,Premium,G,VVS2,61.6,60,878,4.27,4.24,2.62,B
34870,0.3,Very Good,G,VVS2,63.2,57,878,4.27,4.24,2.69,B
34871,0.3,Premium,G,VVS2,62.9,55,878,4.28,4.24,2.68,B
34872,0.3,Very Good,G,VVS2,63.2,57,878,4.28,4.23,2.69,B
34873,0.3,Good,G,VVS2,63.8,57,878,4.26,4.24,2.71,A
34874,0.3,Premium,G,VVS2,61.8,59,878,4.26,4.22,2.62,B
34875,0.3,Premium,G,VVS2,62.1,59,878,4.27,4.23,2.64,B
34876,0.3,Very Good,G,VVS2,63.3,57,878,4.27,4.23,2.69,B
34877,0.3,Very Good,G,VVS2,63.1,56,878,4.23,4.2,2.66,B
34878,0.3,Ideal,G,VVS1,61.7,57,878,4.34,4.31,2.67,A
34879,0.3,Good,G,VVS1,64,57,878,4.27,4.23,2.72,A
34880,0.39,Premium,G,SI1,60.9,58,878,4.73,4.7,2.87,B
34881,0.3,Ideal,G,VVS2,62.2,55,878,4.33,4.29,2.68,A
34882,0.4,Very Good,E,VS2,62,60,879,4.67,4.69,2.9,B
34883,0.34,Premium,G,IF,60.5,58,879,4.47,4.52,2.72,B
34884,0.31,Premium,E,VS1,62.6,60,879,4.33,4.29,2.7,B
34885,0.38,Ideal,G,VVS2,62,57,879,4.64,4.66,2.89,A
34886,0.38,Ideal,G,VVS2,60,56,879,4.72,4.76,2.84,A
34887,0.32,Ideal,E,VVS1,61.7,55,879,4.38,4.41,2.71,A
34888,0.38,Ideal,F,VS1,59.8,57,879,4.72,4.75,2.84,A
34889,0.31,Ideal,D,VS2,59.4,57,879,4.5,4.45,2.66,A
34890,0.35,Premium,F,VS2,60.4,59,879,4.57,4.54,2.75,B
34891,0.35,Premium,F,VS2,60.9,57,879,4.58,4.55,2.78,B
34892,0.31,Ideal,D,VS2,59.4,56,879,4.45,4.4,2.63,A
34893,0.31,Ideal,D,VS2,61.8,56,879,4.39,4.35,2.7,A
34894,0.3,Very Good,D,VVS2,59.6,61,880,4.39,4.34,2.6,B
34895,0.43,Ideal,G,VS1,61.2,57,880,4.83,4.88,2.97,A
34896,0.33,Ideal,F,VVS1,61.9,55,880,4.44,4.48,2.76,A
34897,0.33,Ideal,F,VVS1,62.6,54,880,4.44,4.47,2.79,A
34898,0.33,Ideal,F,VVS1,62.5,54,880,4.43,4.46,2.78,A
34899,0.33,Ideal,F,VVS1,62.4,54,880,4.44,4.47,2.78,A
34900,0.33,Ideal,F,VVS1,62,55,880,4.44,4.47,2.76,A
34901,0.33,Ideal,F,VVS1,60.6,57,880,4.51,4.53,2.74,A
34902,0.33,Ideal,F,VVS1,61.8,53,880,4.48,4.51,2.78,A
34903,0.33,Ideal,F,VVS1,61.7,55,880,4.42,4.46,2.74,A
34904,0.33,Ideal,F,VVS1,61.9,54,880,4.42,4.46,2.75,A
34905,0.34,Premium,F,VS2,59.2,60,880,4.6,4.56,2.71,B
34906,0.34,Premium,F,VS2,61.2,59,880,4.53,4.49,2.76,B
34907,0.34,Premium,H,VVS2,62.7,59,880,4.47,4.43,2.79,B
34908,0.34,Premium,H,VVS2,61.4,58,880,4.5,4.46,2.75,B
34909,0.34,Ideal,H,VVS2,61.8,54,880,4.49,4.47,2.77,A
34910,0.34,Ideal,H,VVS2,62.2,55,880,4.49,4.48,2.79,A
34911,0.34,Very Good,G,VS1,63.1,57,880,4.45,4.4,2.79,B
34912,0.34,Premium,G,VS1,60.4,61,880,4.53,4.48,2.72,B
34913,0.34,Ideal,F,VS2,61,57,880,4.5,4.48,2.74,A
34914,0.34,Ideal,F,VS2,62.5,55,880,4.51,4.48,2.81,A
34915,0.34,Ideal,F,VS2,62.9,55,880,4.48,4.46,2.81,A
34916,0.34,Premium,F,VS2,60.7,60,880,4.5,4.46,2.72,B
34917,0.34,Ideal,F,VS2,62.1,55,880,4.51,4.47,2.79,A
34918,0.34,Ideal,F,VS2,62.1,56,880,4.51,4.47,2.79,A
34919,0.34,Premium,F,VS2,61.2,59,880,4.52,4.47,2.75,B
34920,0.34,Ideal,F,VS2,61.6,57,880,4.53,4.47,2.77,A
34921,0.23,Very Good,F,VS1,62.1,58,373,3.91,3.95,2.44,B
34922,0.23,Very Good,D,VS1,59,61,373,4.04,4.06,2.39,B
34923,0.3,Ideal,J,VS1,62.6,53,373,4.28,4.32,2.69,A
34924,0.24,Good,F,VS1,60.8,64,373,3.96,4,2.42,A
34925,0.26,Good,F,VS1,62.5,56,373,4.06,4.1,2.55,A
34926,0.24,Good,F,VS1,58.3,61,373,4.09,4.14,2.4,A
34927,0.23,Good,E,VS1,64.3,59,373,3.84,3.87,2.48,A
34928,0.28,Good,E,SI1,62.6,60,373,4.12,4.15,2.59,A
34929,0.32,Good,J,SI1,63.2,56,374,4.31,4.36,2.74,A
34930,0.32,Good,I,SI2,63.4,56,374,4.34,4.37,2.76,A
34931,0.32,Very Good,J,SI1,61.6,58,374,4.36,4.4,2.7,B
34932,0.32,Very Good,J,SI1,63,58,374,4.32,4.35,2.73,B
34933,0.32,Good,I,SI2,63.1,58,374,4.34,4.41,2.76,A
34934,0.23,Ideal,G,SI1,61.2,56,375,3.97,4,2.44,A
34935,0.28,Good,J,VVS2,58.4,60,375,4.27,4.33,2.51,A
34936,0.28,Very Good,H,VS2,61.4,57,376,4.21,4.23,2.59,B
34937,0.23,Good,F,VS1,63.2,58,376,3.86,3.89,2.45,A
34938,0.26,Ideal,G,SI1,61.8,55,377,4.08,4.11,2.53,A
34939,0.27,Good,E,VS1,57.5,63,377,4.24,4.28,2.45,A
34940,0.31,Good,I,SI1,64.3,55,377,4.27,4.29,2.75,A
34941,0.23,Very Good,H,VVS2,62,55,378,3.93,3.95,2.44,B
34942,0.24,Very Good,E,VS1,60.1,57,378,4.08,4.1,2.46,B
34943,0.23,Very Good,E,VS1,59.6,65,378,3.95,3.97,2.36,B
34944,0.23,Very Good,E,VS1,60.4,62,378,3.93,3.99,2.39,B
34945,0.24,Good,E,VS2,63,59,378,3.96,4.01,2.51,A
34946,0.3,Good,H,SI2,63.9,57,378,4.24,4.27,2.72,A
34947,0.3,Good,H,SI2,63.2,55,378,4.26,4.29,2.7,A
34948,0.3,Premium,H,SI2,61.9,60,378,4.27,4.29,2.65,B
34949,0.28,Very Good,I,VS2,61.9,57,379,4.16,4.19,2.58,B
34950,0.31,Ideal,I,SI2,61,56,379,4.39,4.43,2.69,A
34951,0.24,Very Good,E,VVS2,62.1,59,471,3.95,4,2.47,B
34952,0.29,Very Good,G,VS2,61.9,55,471,4.25,4.28,2.64,B
34953,0.29,Very Good,G,VS2,61.7,56,471,4.27,4.3,2.64,B
34954,0.29,Very Good,G,VS2,62,55,471,4.24,4.27,2.63,B
34955,0.29,Very Good,G,VS2,62.5,56,471,4.21,4.24,2.64,B
34956,0.3,Very Good,F,SI1,60.3,61,471,4.31,4.34,2.61,B
34957,0.32,Ideal,H,SI1,61,56.6,471,4.4,4.43,2.7,A
34958,0.24,Good,F,VVS2,64,61,471,3.91,3.93,2.51,A
34959,0.31,Very Good,G,VS2,58.8,62,471,4.4,4.41,2.59,B
34960,0.32,Premium,H,VS2,62.7,58,471,4.33,4.35,2.72,B
34961,0.36,Very Good,E,SI2,62.4,58,471,4.54,4.56,2.84,B
34962,0.32,Ideal,I,VS1,62.1,57,471,4.37,4.42,2.73,A
34963,0.32,Ideal,I,VS1,62.3,56,471,4.37,4.4,2.73,A
34964,0.31,Premium,E,SI1,62.7,58,471,4.32,4.35,2.72,B
34965,0.31,Premium,G,VS2,61.2,59,471,4.36,4.4,2.68,B
34966,0.23,Very Good,F,VVS2,60.8,59,472,3.97,3.99,2.42,B
34967,0.23,Very Good,F,VVS2,63.1,56,472,3.93,3.96,2.49,B
34968,0.23,Very Good,D,VVS2,58.5,62,472,4.04,4.06,2.37,B
34969,0.23,Very Good,E,VVS1,61.9,58,472,3.94,3.98,2.45,B
34970,0.23,Very Good,E,VVS1,61.4,60,472,3.95,3.97,2.43,B
34971,0.23,Very Good,E,VVS1,61.3,58,472,3.94,3.96,2.42,B
34972,0.23,Very Good,E,VVS1,62.6,58,472,3.96,4,2.49,B
34973,0.23,Very Good,E,VVS1,61.8,59,472,3.89,3.91,2.41,B
34974,0.23,Very Good,D,VVS1,60.5,55,472,4.01,4.02,2.43,B
34975,0.23,Good,E,VVS2,64.5,55,472,3.85,3.9,2.5,A
34976,0.23,Good,F,VVS1,60.3,66,472,3.93,3.96,2.38,A
34977,0.23,Good,E,VVS1,64.4,57,472,3.87,3.9,2.5,A
34978,0.25,Ideal,H,VS2,61,55,472,4.11,4.09,2.5,A
34979,0.35,Ideal,I,SI1,61.3,54,472,4.51,4.56,2.78,A
34980,0.35,Good,I,SI1,63.6,56,472,4.5,4.53,2.87,A
34981,0.34,Ideal,F,VS2,62.1,56,880,4.47,4.45,2.77,A
34982,0.34,Ideal,F,VS2,62.6,54,880,4.48,4.46,2.8,A
34983,0.34,Premium,F,VS2,62.9,58,880,4.46,4.44,2.8,B
34984,0.34,Premium,F,VS2,62.3,57,880,4.48,4.44,2.78,B
34985,0.34,Premium,F,VS2,62.6,59,880,4.48,4.44,2.79,B
34986,0.46,Premium,I,SI2,60.3,62,880,4.95,4.9,2.97,B
34987,0.34,Premium,F,VS2,62.6,58,880,4.49,4.46,2.8,B
34988,0.34,Ideal,H,VVS2,63,55,880,4.48,4.44,2.81,A
34989,0.34,Ideal,E,VS1,62,57,881,4.49,4.44,2.77,A
34990,0.34,Ideal,D,VS2,61.6,55,881,4.54,4.48,2.78,A
34991,0.34,Premium,D,VS2,59.3,59,881,4.59,4.55,2.71,B
34992,0.4,Very Good,D,VS2,61.6,59,881,4.7,4.75,2.91,B
34993,0.35,Ideal,E,VVS2,61.3,56,881,4.54,4.6,2.8,A
34994,0.46,Ideal,F,SI2,61.4,56,881,4.97,5,3.06,A
34995,0.4,Very Good,H,VVS2,59.7,57,882,4.83,4.85,2.89,B
34996,0.31,Premium,D,VVS1,62.7,58,882,4.3,4.31,2.7,B
34997,0.38,Ideal,D,VS1,62,57,882,4.69,4.7,2.91,A
34998,0.35,Ideal,D,VVS2,61.6,56,882,4.55,4.57,2.81,A
34999,0.31,Ideal,F,VVS1,61.9,53.5,882,4.36,4.39,2.71,A
35000,0.38,Ideal,G,VS1,62,55,882,4.64,4.68,2.89,A
35001,0.43,Premium,E,SI2,61.8,60,882,4.85,4.83,2.99,B
35002,0.42,Premium,G,SI1,60.6,62,882,4.85,4.82,2.93,B
35003,0.42,Very Good,G,SI1,63.1,56,882,4.79,4.75,3.01,B
35004,0.42,Ideal,G,SI1,63,55,882,4.81,4.77,3.02,A
35005,0.42,Premium,G,SI1,61.6,61,882,4.82,4.79,2.96,B
35006,0.42,Premium,G,SI1,62.7,58,882,4.79,4.75,2.99,B
35007,0.4,Very Good,I,VS1,63.5,55,882,4.71,4.67,2.98,B
35008,0.4,Very Good,F,SI1,63.3,58,882,4.72,4.69,2.98,B
35009,0.4,Premium,F,SI1,62.9,58,882,4.72,4.69,2.96,B
35010,0.4,Good,F,SI1,63.6,56,882,4.68,4.63,2.96,A
35011,0.4,Ideal,F,SI1,62.1,57,882,4.69,4.65,2.9,A
35012,0.4,Very Good,F,SI1,63.1,58,882,4.69,4.66,2.95,B
35013,0.4,Premium,E,SI1,61.4,58,882,4.81,4.77,2.94,B
35014,0.4,Premium,E,SI1,60.8,62,882,4.76,4.72,2.88,B
35015,0.4,Good,E,SI1,63.8,56,882,4.74,4.7,3.01,A
35016,0.4,Premium,E,SI1,61,59,882,4.74,4.71,2.88,B
